train_type,train_size,test_type,test_size,train_gini,test_gini
ER,120,BA,75,1.0,0.9654379199999998
ER,120,BA,120,1.0,0.9989355200000001
ER,120,ER,30,1.0,0.9999926399999999
ER,120,ER,75,1.0,1.0
ER,120,SW,30,1.0,0.8629516800000003
ER,120,SW,75,0.9999999999999998,0.9993504000000002
ER,120,SW,120,1.0,0.9999990400000001
ER,120,Maier,30,1.0,0.8365563199999999
ER,120,Maier,75,1.0,0.99673024
ER,120,Maier,120,0.9999999999999998,1.0
SW,30,BA,30,1.0,0.9979876799999998
SW,30,BA,75,1.0,1.0
SW,30,BA,120,1.0,1.0
SW,30,ER,30,1.0,1.0
SW,30,ER,75,1.0,1.0
SW,30,ER,120,0.99998399839984,1.0
SW,30,SW,75,1.0,0.9999900800000001
SW,30,SW,120,0.9999939999459995,0.9995841599999999
SW,30,Maier,30,1.0,0.9995145600000002
SW,30,Maier,75,1.0,1.0
SW,30,Maier,120,0.9999979990315313,1.0
SW,75,BA,30,1.0,0.98095296
SW,75,BA,75,1.0,0.9999782400000001
SW,75,BA,120,0.9999999999999998,1.0
SW,75,ER,30,0.9999999999999998,0.9999993599999999
SW,75,ER,75,1.0,1.0
SW,75,ER,120,1.0,1.0
SW,75,SW,30,1.0,0.9956731200000002
SW,75,SW,120,1.0,0.9999673600000001
SW,75,Maier,30,1.0,0.9977556799999998
SW,75,Maier,75,1.0,1.0
SW,75,Maier,120,1.0,1.0
SW,120,BA,30,1.0,0.12959264000000004
SW,120,BA,75,0.9999899995099757,0.9658072
SW,120,BA,120,0.9999999999999998,1.0
SW,120,ER,30,1.0,0.061044959999999815
SW,120,ER,75,1.0,0.97996528
SW,120,ER,120,1.0,0.9999987199999998
SW,120,SW,30,1.0,0.10909616
SW,120,SW,75,1.0,0.9993649599999999
SW,120,Maier,30,1.0,0.8994156799999999
SW,120,Maier,75,1.0,0.9998782400000001
SW,120,Maier,120,0.9999880000000001,1.0
Maier,30,BA,30,1.0,0.9976158399999999
Maier,30,BA,75,1.0,0.99988784
Maier,30,BA,120,0.9999999999999998,1.0
Maier,30,ER,30,0.9999979983165841,1.0
Maier,30,ER,75,1.0,0.9997392
Maier,30,ER,120,0.9999959987035798,0.999212
Maier,30,SW,30,1.0,0.9996171200000001
Maier,30,SW,75,1.0,0.9998387200000001
Maier,30,SW,120,1.0,0.99976128
Maier,30,Maier,75,1.0,1.0
Maier,30,Maier,120,0.9998639559217186,1.0
Maier,75,BA,30,1.0,0.9602948800000002
Maier,75,BA,75,1.0,0.9999129599999999
Maier,75,BA,120,1.0,1.0
Maier,75,ER,30,1.0,0.9964073599999999
Maier,75,ER,75,1.0,0.9994977600000001
Maier,75,ER,120,1.0,0.9777328000000001
Maier,75,SW,30,0.9999999999999998,0.97387552
Maier,75,SW,75,1.0,0.9992992
Maier,75,SW,120,1.0,0.99980432
Maier,75,Maier,30,1.0,0.99441248
Maier,75,Maier,120,1.0,1.0
Maier,120,BA,30,1.0,0.9792484799999999
Maier,120,BA,75,1.0,0.9985464000000002
Maier,120,BA,120,1.0,0.9998673599999999
Maier,120,ER,30,1.0,0.9694136
Maier,120,ER,75,1.0,0.9968256
Maier,120,ER,120,1.0,0.9993382400000002
Maier,120,SW,30,0.9999999999999998,0.9852603199999999
Maier,120,SW,75,1.0,0.9995054400000001
Maier,120,SW,120,1.0,0.9999904000000002
Maier,120,Maier,30,1.0,0.993404
Maier,120,Maier,75,1.0,1.0
