train_type,train_size,test_type,test_size,train_gini,test_gini
ER,75,SW,30,1.0,0.9999686400000001
ER,75,SW,75,1.0,0.92717776
ER,75,SW,120,0.9999999999999998,0.9736721600000002
ER,75,Maier,30,1.0,0.99998688
ER,75,Maier,75,1.0,1.0
ER,75,Maier,120,1.0,1.0
ER,120,BA,30,1.0,0.9632404799999998
ER,120,BA,75,1.0,0.9675395199999999
ER,120,BA,120,1.0,0.98538064
ER,120,ER,30,1.0,1.0
ER,120,ER,75,1.0,1.0
ER,120,SW,30,1.0,1.0
ER,120,SW,75,1.0,0.9999617600000001
ER,120,SW,120,0.9999999999999998,0.9784009600000001
ER,120,Maier,30,1.0,0.99994976
ER,120,Maier,75,1.0,1.0
ER,120,Maier,120,1.0,1.0
SW,30,BA,30,1.0,0.9957956800000001
SW,30,BA,75,1.0,0.9991595200000001
SW,30,BA,120,1.0,0.9988463999999999
SW,30,ER,30,1.0,0.996
SW,30,ER,75,1.0,1.0
SW,30,ER,120,1.0,1.0
SW,30,SW,75,1.0,1.0
SW,30,SW,120,1.0,1.0
SW,30,Maier,30,1.0,1.0
SW,30,Maier,75,1.0,1.0
SW,30,Maier,120,1.0,1.0
SW,75,BA,30,1.0,0.9900006399999999
SW,75,BA,75,1.0,0.9961379199999998
SW,75,BA,120,1.0,0.9992940800000001
SW,75,ER,30,1.0,0.9999999999999998
SW,75,ER,75,1.0,0.8681265599999999
SW,75,ER,120,1.0,0.9999999999999998
SW,75,SW,30,1.0,1.0
SW,75,SW,120,1.0,1.0
SW,75,Maier,30,1.0,1.0
SW,75,Maier,75,0.9999999999999998,0.9998928
SW,75,Maier,120,1.0,1.0
SW,120,BA,30,1.0,0.9941094400000001
SW,120,BA,75,1.0,0.99567104
SW,120,BA,120,1.0,0.9977740799999999
SW,120,ER,30,1.0,1.0
SW,120,ER,75,0.9999999999999998,0.99833152
SW,120,ER,120,1.0,0.65093248
SW,120,SW,30,1.0,1.0
SW,120,SW,75,1.0,1.0
SW,120,Maier,30,0.9999999999999998,1.0
SW,120,Maier,75,1.0,1.0
SW,120,Maier,120,1.0,0.999652
Maier,30,BA,30,1.0,0.99412608
Maier,30,BA,75,1.0,0.9979
Maier,30,BA,120,0.9999999999999998,0.9998752
Maier,30,ER,30,1.0,1.0
Maier,30,ER,75,1.0,1.0
Maier,30,ER,120,1.0,1.0
Maier,30,SW,30,1.0,1.0
Maier,30,SW,75,1.0,1.0
Maier,30,SW,120,1.0,1.0
Maier,30,Maier,75,1.0,1.0
Maier,30,Maier,120,1.0,1.0
Maier,75,BA,30,1.0,0.98135168
Maier,75,BA,75,1.0,0.99363712
Maier,75,BA,120,1.0,0.9986856000000002
Maier,75,ER,30,1.0,1.0
Maier,75,ER,75,1.0,1.0
Maier,75,ER,120,1.0,1.0
Maier,75,SW,30,0.9999999999999998,0.9999999999999998
Maier,75,SW,75,1.0,0.9999929600000002
Maier,75,SW,120,1.0,1.0
Maier,75,Maier,30,1.0,1.0
Maier,75,Maier,120,1.0,1.0
Maier,120,BA,30,1.0,0.9750449600000002
Maier,120,BA,75,0.9999999999999998,0.98558272
Maier,120,BA,120,1.0,0.99807376
Maier,120,ER,30,1.0,0.9831999999999999
Maier,120,ER,75,1.0,1.0
Maier,120,ER,120,1.0,0.9999999999999998
Maier,120,SW,30,1.0,1.0
Maier,120,SW,75,1.0,1.0
Maier,120,SW,120,1.0,0.9997028799999998
Maier,120,Maier,30,1.0,0.9996054400000003
Maier,120,Maier,75,1.0,1.0
